Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status,,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat"")"," ""I chat "")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat_1"")"," ""I chat s"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat s"")"," ""I chat so"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat so"")"," ""I chat som"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat som"")"," ""I chat some"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat some"")"," ""I chat somet"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat somet"")"," ""I chat someth"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat someth"")"," ""I chat somethi"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat somethi"")"," ""I chat somethin"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/textarea_I chat somethin"")"," ""I chat something"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
closeBrowser(),Firefox 71.0,,,12/22/2019 2:29,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase06CreateDirectMessage,Firefox 71.0,,,12/22/2019 2:29,12/22/2019 2:30,14.115s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (35)"")"," ""dhieu@apcs.vn"")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (35)"")"," ""iGDxf8hSRT4="")""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in (7)""))""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/span_ (3)""))""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,,
"click(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/div_pbduyapcsvn_more-modal__actions--round""))""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_Go (1)""))""",Firefox 71.0,,,12/22/2019 2:29,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 2:29,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase07ChatSomeThingOnDirectMessage,Firefox 71.0,,,12/22/2019 2:30,12/22/2019 2:30,15.013s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5"")"," ""dhieu@apcs.vn"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," ""iGDxf8hSRT4="")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"sendKeys(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," Keys.chord(ENTER))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"click(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/span_duy""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Write to duy_post_textbox"")"," ""C"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_C"")"," ""Ch"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Ch"")"," ""Cha"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Cha"")"," ""Chat"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat"")"," ""Chat "")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat_1"")"," ""Chat s"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat s"")"," ""Chat so"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat so"")"," ""Chat som"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat som"")"," ""Chat some"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat some"")"," ""Chat some "")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat some_1"")"," ""Chat some  "")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat some (1)"")"," ""Chat some "")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat some_1"")"," ""Chat some"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat some"")"," ""Chat somet"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat somet"")"," ""Chat someth"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat someth"")"," ""Chat somethi"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat somethi"")"," ""Chat somethin"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setText(findTestObject(Object Repository/Page_duy - FirstTeam Mattermost/textarea_Chat somethin"")"," ""Chat something"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
closeBrowser(),Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase08TeamSettingsAddMembersToTeam,Firefox 71.0,,,12/22/2019 2:30,12/22/2019 2:30,14.346s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (6)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (6)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in (4)""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Page_(1)  Town Square - FirstTeam Mattermost/button_giabeuu_style--none sidebar-header-d_0f4080 (1)""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_(1)  Town Square - FirstTeam Mattermost/button_Add Members to Team""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_(1)  Town Square - FirstTeam Mattermost/div_duy - Pham Duy (Due)""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_(1)  Town Square - FirstTeam Mattermost/button_Add""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase09TeamSettingsRemoveMembersFromTeam,Firefox 71.0,,,12/22/2019 2:30,12/22/2019 2:30,15.671s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (5)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (5)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in (3)""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_(1)  Town Square - FirstTeam Mattermost/button_giabeuu_style--none sidebar-header-d_0f4080""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_(1)  Town Square - FirstTeam Mattermost/button_Manage Members""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_(1)  Town Square - FirstTeam Mattermost/div_duy - Pham Duy (Due)pbduyapcsvnSystem Admin""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_(1)  Town Square - FirstTeam Mattermost/span_System Admin""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_(1)  Town Square - FirstTeam Mattermost/button_Remove From Team""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_(1)  Town Square - FirstTeam Mattermost/button_Close""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase10TeamSettingsTeamName,Firefox 71.0,,,12/22/2019 2:30,12/22/2019 2:31,15.373s,PASSED,,
"callTestCase(findTestCase(TestCase01LoginSuccessfully"")", [:]," STOP_ON_FAILURE)""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED
"openBrowser("")",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/div_He""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - Hello Mattermost/svg""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - Hello Mattermost/button_Team Settings""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - Hello Mattermost/button_Edit""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"setText(findTestObject(Object Repository/Page_ Town Square - Hello Mattermost/input_Team Name_teamName"")"," ""SecondTeam"")""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,
"click(findTestObject(Object Repository/Page_ Town Square - Hello Mattermost/button_Save""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - SecondTeam Mattermost/button_Close""))""",Firefox 71.0,,,12/22/2019 2:30,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase11AccountSettingsEditUsername,Firefox 71.0,,,12/22/2019 2:31,12/22/2019 2:31,14.274s,PASSED,,
"callTestCase(findTestCase(TestCase01LoginSuccessfully"")", [:]," STOP_ON_FAILURE)""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED
"openBrowser("")",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_gia_style--none sidebar-header-dropd_2c8852""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_Account Settings""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_General""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_Edit""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/input_Username_username"")"," ""giabeuu"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_Save""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_Close""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase12AccountSettingsEditUsername(illegal),Firefox 71.0,,,12/22/2019 2:31,12/22/2019 2:31,14.242s,PASSED,,
"callTestCase(findTestCase(TestCase01LoginSuccessfully"")", [:]," STOP_ON_FAILURE)""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED
"openBrowser("")",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_gia_style--none sidebar-header-dropd_2c8852""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_Account Settings""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_General""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_Edit""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"setText(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/input_Username_username"")"," ""-giabeuu"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/button_Save""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase13AccountSettingsFullName,Firefox 71.0,,,12/22/2019 2:31,12/22/2019 2:31,15.807s,PASSED,,
"callTestCase(findTestCase(TestCase01LoginSuccessfully"")", [:]," STOP_ON_FAILURE)""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED
"openBrowser("")",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - MyTeam Mattermost/svg""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - MyTeam Mattermost/button_Account Settings""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - MyTeam Mattermost/span_Edit""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"setText(findTestObject(Object Repository/Page_ Town Square - MyTeam Mattermost/input_First Name_firstName"")"," ""Nguyen"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"setText(findTestObject(Object Repository/Page_ Town Square - MyTeam Mattermost/input_Last Name_lastName"")"," ""Gia"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"click(findTestObject(Object Repository/Page_ Town Square - MyTeam Mattermost/span_Save""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase14AccountSettingsNickname,Firefox 71.0,,,12/22/2019 2:31,12/22/2019 2:31,14.271s,PASSED,,
"callTestCase(findTestCase(TestCase01LoginSuccessfully"")", [:]," STOP_ON_FAILURE)""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED
"openBrowser("")",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/span""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/button_Account Settings""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/button_Edit""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"setText(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/input_Nickname_nickname"")"," ""GiaGia"")""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/button_Save""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/button_Close""))""",Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 2:31,,,PASSED,,
,,,,,,,,,
