Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Page_Spectrum/h1_Sign in to get started""), ""Sign in to get started"")",Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,0.038s,PASSED
delay(2),Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,2.006s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,0.105s,PASSED
,,,,,,,
Test Cases/WEB/Xem_notifications,Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,22.435s,PASSED
"callTestCase(findTestCase(""WEB/Dang_nhap""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,21.818s,PASSED
"click(findTestObject(""Object Repository/Page_Spectrum community/a_notificationNotifications""))",Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,0.484s,PASSED
getUrl(),Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,0.000s,NOT_RUN
,,,,,,,
Test Cases/WEB/Cap_nhat_bai_dang_community,Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:38,54.354s,FAILED
"callTestCase(findTestCase(""WEB/Dang_nhap""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,20.760s,PASSED
"click(findTestObject(""Page_Spectrum community/img_Explore_style__Img-u3znqr-3 kJsvJN (1)""))",Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,0.455s,PASSED
"click(findTestObject(""Object Repository/Page_test_ spectrum  test-spectrum/a_Search_style__InboxLinkWrapper-q7eler-1 iENQxs""))",Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:37,1.265s,PASSED
"click(findTestObject(""Object Repository/Page_Hello haha  Spectrum/button_editEdit post (1)""))",Chrome 74.0.3729.157,,,5/18/2019 23:37,5/18/2019 23:38,31.773s,FAILED
,,,,,,,
Test Cases/WEB/Like_bai_dang,Chrome 74.0.3729.157,,,5/18/2019 23:38,5/18/2019 23:39,54.263s,FAILED
"callTestCase(findTestCase(""WEB/Dang_nhap""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:38,5/18/2019 23:38,22.309s,PASSED
"click(findTestObject(""Page_Explore/h1_Spectrum (3)""))",Chrome 74.0.3729.157,,,5/18/2019 23:38,5/18/2019 23:39,31.822s,FAILED
,,,,,,,
Test Cases/WEB/Xac_nhan_email,Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:39,25.703s,FAILED
"callTestCase(findTestCase(""WEB/Dang_nhap""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:39,22.221s,PASSED
"click(findTestObject(""Page_Spectrum community/img_Explore_style__Img-u3znqr-3 kJsvJN""))",Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:39,0.587s,PASSED
"click(findTestObject(""Page_demokatalon0601  demokatalon0601/button_Settings""))",Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:39,1.000s,PASSED
"setText(findTestObject(""Object Repository/Page_My settings/input_Email Address_style__StyledInput-sc-17zryot-2 jHXlSy""), ""thanhdemoapp@gmail.com"")",Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:39,0.867s,PASSED
"click(findTestObject(""Object Repository/Page_My settings/button_Send""))",Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:39,0.095s,PASSED
"click(findTestObject(""Object Repository/Page_My settings/button_Log out""))",Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:39,0.761s,FAILED
,,,,,,,
Test Cases/WEB/Xoa_member_khoi_community,Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:39,0.128s,PASSED
return null,Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:39,0.000s,PASSED
,,,,,,,
Test Cases/WEB/Xoa_community,Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:40,53.489s,FAILED
"callTestCase(findTestCase(""WEB/Tao_moi_community""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:39,5/18/2019 23:40,53.106s,FAILED
,,,,,,,
Test Cases/WEB/Xoa_comment_comunity,Chrome 74.0.3729.157,,,5/18/2019 23:40,5/18/2019 23:41,28.035s,PASSED
"callTestCase(findTestCase(""WEB/Dang_nhap""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:40,5/18/2019 23:41,24.384s,PASSED
"click(findTestObject(""Page_Spectrum community/a_Temporibus eum magnam_style__InboxLinkWrapper-q7eler-1 iENQxs""))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.787s,PASSED
"setText(findTestObject(""Page_Voluptas magnam  Spectrum/textarea_No messages yet_style__Input-yy8ipz-4__input""), ""test-delete"")",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,1.600s,PASSED
"click(findTestObject(""Page_Voluptas magnam  Spectrum/button_Send""))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.806s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.307s,PASSED
,,,,,,,
Test Cases/WEB/Gui_tin_nhan,Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,40.177s,PASSED
"callTestCase(findTestCase(""WEB/Dang_nhap""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,20.921s,PASSED
"data = findTestData(""Tin_nhan"")",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.002s,PASSED
"if (verifyElementPresent(findTestObject(""Page_Explore/button_Join community""), 5, OPTIONAL))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,5.676s,PASSED
"click(findTestObject(""Object Repository/Page_Spectrum community/a_Spectrum""))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.849s,PASSED
"click(findTestObject(""Object Repository/Page_Spectrum community/button_Message""))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.672s,PASSED
"for ([i = 0, i < data.getRowNumbers(), (i++)])",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,7.236s,PASSED
"callTestCase(findTestCase(""WEB/Dang_xuat""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,4.646s,PASSED
,,,,,,,
Test Cases/WEB/Home Page/Kiem_tra_nut_ExploreCommunities,Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,6.441s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,1.518s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,1.222s,PASSED
"click(findTestObject(""Object Repository/Page_Spectrum/button_Explore communities""))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,1.137s,PASSED
"click(findTestObject(""Object Repository/Page_Explore/h2_Find a community""))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.242s,PASSED
"verifyElementText(findTestObject(""Page_Explore/h2_Find a community""), ""Find a community"")",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.032s,PASSED
delay(2),Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,2.003s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.101s,PASSED
,,,,,,,
Test Cases/WEB/Dang_nhap,Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:42,20.117s,PASSED
"openBrowser(""http://localhost:3000/"")",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,2.380s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.217s,PASSED
"click(findTestObject(""Object Repository/button_Join Spectrum""))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,1.106s,PASSED
"click(findTestObject(""Login_twitter/div_twitterSign in with Twitter""))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,1.738s,PASSED
"setText(findTestObject(""Login_twitter/input_Log in to Twitter_sessionusername_or_email""), ""demokatalon0601"")",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.203s,PASSED
"setEncryptedText(findTestObject(""Login_twitter/input_Log in to Twitter_sessionpassword""), ""5BdNnhZ8tjFR5YsqiP2dYQ=="")",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,0.118s,PASSED
"click(findTestObject(""Login_twitter/input_Sign in to Spectrum Development using your account_allow""))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:41,2.911s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/Page_Spectrum/button_Save and Continue""), 3, OPTIONAL))",Chrome 74.0.3729.157,,,5/18/2019 23:41,5/18/2019 23:42,4.750s,PASSED
delay(3),Chrome 74.0.3729.157,,,5/18/2019 23:42,5/18/2019 23:42,3.002s,PASSED
"if (verifyElementPresent(findTestObject(""Page_Explore/button_Join community""), 3, OPTIONAL))",Chrome 74.0.3729.157,,,5/18/2019 23:42,5/18/2019 23:42,3.666s,PASSED
"verifyElementPresent(findTestObject(""Page_Explore/a_Profile""), 3)",Chrome 74.0.3729.157,,,5/18/2019 23:42,5/18/2019 23:42,0.016s,PASSED
,,,,,,,
Test Cases/WEB/Update_profile/Update_profile_username,Chrome 74.0.3729.157,,,5/18/2019 23:42,5/18/2019 23:43,55.765s,FAILED
"callTestCase(findTestCase(""WEB/Xem_thong_tin_profile""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:42,5/18/2019 23:42,23.813s,PASSED
"click(findTestObject(""Page_Demo  demokatalon/button_Settings""))",Chrome 74.0.3729.157,,,5/18/2019 23:42,5/18/2019 23:42,0.159s,PASSED
"setText(findTestObject(""Page_My settings/input_Username_style__StyledInput-npkcpv-2 bsOwpo""), ""demokatalon06"")",Chrome 74.0.3729.157,,,5/18/2019 23:42,5/18/2019 23:43,31.701s,FAILED
,,,,,,,
Test Cases/WEB/Update_profile/Update_profile_name,Chrome 74.0.3729.157,,,5/18/2019 23:43,5/18/2019 23:44,59.023s,FAILED
"callTestCase(findTestCase(""WEB/Xem_thong_tin_profile""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:43,5/18/2019 23:43,23.595s,PASSED
"click(findTestObject(""Object Repository/Page_Demo  demokatalon0601/button_Settings (3) (1)""))",Chrome 74.0.3729.157,,,5/18/2019 23:43,5/18/2019 23:43,0.152s,PASSED
"setText(findTestObject(""Object Repository/Page_My settings/input_Name_style__StyledInput-sc-17zryot-2 jHXlSy (2) (1)""), ""Demo"")",Chrome 74.0.3729.157,,,5/18/2019 23:43,5/18/2019 23:44,35.131s,FAILED
,,,,,,,
Test Cases/WEB/Update_profile/Update_profile_bio,Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,22.580s,PASSED
"callTestCase(findTestCase(""WEB/Xem_thong_tin_profile""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,20.421s,PASSED
"click(findTestObject(""Object Repository/Page_Demo  demokatalon06/button_Settings""))",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.113s,PASSED
"setText(findTestObject(""Object Repository/Page_My settings/textarea_Im a gooddeveloper""), ""I'm a good developer"")",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.844s,PASSED
"setText(findTestObject(""Object Repository/Page_My settings/input_Email_style__StyledInput-sc-17zryot-2 jHXlSy""), ""phuongthao@gmail.com"")",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.241s,PASSED
"click(findTestObject(""Object Repository/Page_My settings/button_Save""))",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.083s,PASSED
"click(findTestObject(""Object Repository/Page_My settings/a_Profile""))",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.308s,PASSED
"verifyElementPresent(findTestObject(""Page_Demo  demokatalon06/p_Im a good developer""), 0)",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.261s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.136s,PASSED
,,,,,,,
Test Cases/WEB/Update_profile/update_profile_your_website,Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,23.078s,PASSED
"callTestCase(findTestCase(""WEB/Xem_thong_tin_profile""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,20.369s,PASSED
"click(findTestObject(""Object Repository/Page_Demo  demokatalon06/button_Settings""))",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.154s,PASSED
"setText(findTestObject(""Page_My settings/input_Optional Add your website_style__StyledInput-sc-17zryot-2 jHXlSy""), ""www.demokatalon.com"")",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.920s,PASSED
"setText(findTestObject(""Page_My settings/input_Email_style__StyledInput-sc-17zryot-2 jHXlSy""), ""phuongthao@gmail.com"")",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.366s,PASSED
"click(findTestObject(""Page_My settings/button_Save""))",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.122s,PASSED
"click(findTestObject(""Page_My settings/a_Profile""))",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.419s,PASSED
"verifyElementPresent(findTestObject(""Page_Demo  demokatalon06/a_link wwwdemokataloncom""), 0)",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.452s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.180s,PASSED
,,,,,,,
Test Cases/WEB/Xoa_tai_khoan,Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:45,10.951s,PASSED
"openBrowser(""http://localhost:3000/"")",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,2.295s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.221s,PASSED
"click(findTestObject(""button_Join Spectrum""))",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,1.147s,PASSED
"click(findTestObject(""Object Repository/Login_twitter/div_twitterSign in with Twitter""))",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,1.965s,PASSED
"setText(findTestObject(""Object Repository/Login_twitter/input_Log in to Twitter_sessionusername_or_email""), ""demokatalon0601"")",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.159s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_twitter/input_Log in to Twitter_sessionpassword""), ""5BdNnhZ8tjFR5YsqiP2dYQ=="")",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:44,0.107s,PASSED
"click(findTestObject(""Object Repository/Login_twitter/input_Sign in to Spectrum Development using your account_allow""))",Chrome 74.0.3729.157,,,5/18/2019 23:44,5/18/2019 23:45,2.528s,PASSED
"navigateToUrl(""http://localhost:3000/me/settings"")",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,0.981s,PASSED
"if (verifyElementPresent(findTestObject(""Page_My settings/button_Delete my account""), 5, OPTIONAL))",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,1.128s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,0.317s,PASSED
,,,,,,,
Test Cases/API/search_communites,Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,8.521s,PASSED
"res = sendRequest(findTestObject(""Community/search_communites""))",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,8.405s,PASSED
"verifyResponseStatusCode(res, 200)",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,0.001s,PASSED
,,,,,,,
Test Cases/API/search_threads,Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,13.348s,PASSED
"res = sendRequest(findTestObject(""Community/search_threads""))",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,13.193s,PASSED
"verifyResponseStatusCode(res, 200)",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,0.001s,PASSED
,,,,,,,
Test Cases/API/get_message_by_id,Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,0.106s,PASSED
"res = sendRequest(findTestObject(""Community/get_message""))",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,0.024s,PASSED
"verifyResponseStatusCode(res, 200)",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,0.000s,PASSED
"verifyElementPropertyValue(res, ""data.message.id"", ""3"")",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:45,0.009s,PASSED
,,,,,,,
Test Cases/WEB/Cap_nhat_channel,Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:46,49.935s,FAILED
"callTestCase(findTestCase(""WEB/Tao_moi_community""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.157,,,5/18/2019 23:45,5/18/2019 23:46,49.866s,FAILED
,,,,,,,
Test Cases/WEB/Xoa_channel,Chrome 74.0.3729.157,,,5/18/2019 23:46,5/18/2019 23:46,0.063s,PASSED
return null,Chrome 74.0.3729.157,,,5/18/2019 23:46,5/18/2019 23:46,0.000s,PASSED
